Ticket,Date,Timezone,Transaction,Details,Instrument,Price,Units,Direction,Spread Cost,Stop Loss,Take Profit,Trailing Stop,Financing,Commission,Conversion Rate,PL,Amount,Balance
154,04/12/2018 08:07:32 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,AUD/USD,0.77765,50,Sell,0.0032,,,,-0.00030,0.0000,1.0000,0.06750,,503.09
155,04/12/2018 08:07:32 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
156,04/13/2018 08:25:42 AM,PDT,MARKET_ORDER,CLIENT_ORDER,AUD/USD,,100,Sell,,,0.77523,,,,,,,
157,04/13/2018 08:25:42 AM,PDT,ORDER_FILL,MARKET_ORDER,AUD/USD,0.77723,100,Sell,0.0065,,,,0.00000,0.0000,,0.00000,,503.09
158,04/13/2018 08:25:42 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.77523,,,,,,,,,,,,
159,04/13/2018 08:42:50 AM,PDT,MARKET_ORDER,TRADE_CLOSE,AUD/USD,,100,Buy,,,,,,,,,,
160,04/13/2018 08:42:50 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,AUD/USD,0.77656,100,Buy,0.0065,,,,-0.00010,0.0000,1.0000,0.06700,,503.16
161,04/13/2018 08:42:50 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
162,04/13/2018 08:42:59 AM,PDT,MARKET_ORDER,TRADE_CLOSE,NZD/CHF,,300,Buy,,,,,,,,,,
163,04/13/2018 08:42:59 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CHF,0.70807,300,Buy,0.0405,,,,-0.02370,0.0000,1.0381,0.23050,,503.37
164,04/13/2018 08:42:59 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
165,04/13/2018 11:35:19 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,110,Sell,,,152.90300,,,,,,,
166,04/13/2018 11:35:19 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,153.05300,110,Sell,0.0128,,,,0.00000,0.0000,,0.00000,,503.37
167,04/13/2018 11:35:19 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,152.90300,,,,,,,,,,,,
168,04/13/2018 11:39:36 AM,PDT,MARKET_ORDER,TRADE_CLOSE,CAD/JPY,,110,Buy,,,,,,,,,,
169,04/13/2018 11:39:36 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,CAD/JPY,85.20200,110,Buy,0.0102,,,,-0.00330,0.0000,0.0093,0.10440,,503.47
170,04/13/2018 11:39:36 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
171,04/13/2018 11:41:42 AM,PDT,MARKET_ORDER,TRADE_CLOSE,AUD/JPY,,200,Buy,,,,,,,,,,
172,04/13/2018 11:41:42 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,AUD/JPY,83.39800,200,Buy,0.0149,,,,-0.00630,0.0000,0.0093,0.20290,,503.66
173,04/13/2018 11:41:42 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
174,04/13/2018 12:00:38 PM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/JPY,152.90300,110,Buy,0.0154,,,,-0.00010,0.0000,0.0093,0.15370,,503.82
175,04/13/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.06250,,,,,503.75
,04/13/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 25,USD/CAD,,,,,,,,-0.00050,,,,,
,04/13/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 138,USD/CHF,,,,,,,,-0.01040,,,,,
,04/13/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 145,GBP/JPY,,,,,,,,-0.00700,,,,,
,04/13/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 129,AUD/JPY,,,,,,,,-0.00530,,,,,
,04/13/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 8,CAD/JPY,,,,,,,,-0.00420,,,,,
,04/13/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 126,CAD/JPY,,,,,,,,-0.00640,,,,,
,04/13/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 47,NZD/CHF,,,,,,,,-0.00950,,,,,
,04/13/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 112,NZD/CHF,,,,,,,,-0.01920,,,,,
176,04/14/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.06340,,,,,503.69
,04/14/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 25,USD/CAD,,,,,,,,-0.00050,,,,,
,04/14/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 138,USD/CHF,,,,,,,,-0.01040,,,,,
,04/14/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 145,GBP/JPY,,,,,,,,-0.00790,,,,,
,04/14/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 129,AUD/JPY,,,,,,,,-0.00530,,,,,
,04/14/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 8,CAD/JPY,,,,,,,,-0.00420,,,,,
,04/14/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 126,CAD/JPY,,,,,,,,-0.00640,,,,,
,04/14/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 47,NZD/CHF,,,,,,,,-0.00950,,,,,
,04/14/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 112,NZD/CHF,,,,,,,,-0.01920,,,,,
177,04/15/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.06340,,,,,503.63
,04/15/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 25,USD/CAD,,,,,,,,-0.00050,,,,,
,04/15/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 138,USD/CHF,,,,,,,,-0.01040,,,,,
,04/15/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 145,GBP/JPY,,,,,,,,-0.00790,,,,,
,04/15/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 129,AUD/JPY,,,,,,,,-0.00530,,,,,
,04/15/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 8,CAD/JPY,,,,,,,,-0.00420,,,,,
,04/15/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 126,CAD/JPY,,,,,,,,-0.00640,,,,,
,04/15/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 47,NZD/CHF,,,,,,,,-0.00950,,,,,
,04/15/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 112,NZD/CHF,,,,,,,,-0.01920,,,,,
178,04/15/2018 07:41:50 PM,PDT,MARKET_ORDER,CLIENT_ORDER,AUD/USD,,200,Buy,,,0.78042,,,,,,,
179,04/15/2018 07:41:50 PM,PDT,ORDER_FILL,MARKET_ORDER,AUD/USD,0.77792,200,Buy,0.0140,,,,0.00000,0.0000,,0.00000,,503.63
180,04/15/2018 07:41:50 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.78042,,,,,,,,,,,,
181,04/15/2018 07:49:10 PM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CAD,,50,Sell,,,,,,,,,,
182,04/15/2018 07:49:10 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CAD,1.26067,50,Sell,0.0036,,,,-0.00010,0.0000,0.7932,-0.01670,,503.61
183,04/15/2018 07:49:10 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
184,04/15/2018 07:50:02 PM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,200,Sell,,,1.25816,,,,,,,
185,04/15/2018 07:50:02 PM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.26066,200,Sell,0.0143,,,,0.00000,0.0000,,0.00000,,503.61
186,04/15/2018 07:50:02 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.25816,,,,,,,,,,,,
187,04/16/2018 02:35:01 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,USD/CHF,0.95929,110,Buy,0.0092,,,,-0.00590,0.0000,1.0424,0.23510,,503.84
188,04/16/2018 06:17:39 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,USD/CAD,1.25815,200,Buy,0.0127,,,,-0.00230,0.0000,0.7948,0.39900,,504.24
189,04/16/2018 07:14:35 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,150,Sell,,,153.34600,,,,,,,
190,04/16/2018 07:14:35 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,153.59900,150,Sell,0.0175,,,,0.00000,0.0000,,0.00000,,504.24
191,04/16/2018 07:14:35 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,153.34600,,,,,,,,,,,,
192,04/16/2018 07:18:43 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,300,Sell,,,153.30100,,,,,,,
193,04/16/2018 07:18:43 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,153.50900,300,Sell,0.0350,,,,0.00000,0.0000,,0.00000,,504.24
194,04/16/2018 07:18:43 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,153.30100,,,,,,,,,,,,
195,04/16/2018 07:20:15 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/USD,,300,Sell,,,1.23604,,,,,,,
196,04/16/2018 07:20:15 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/USD,1.23853,300,Sell,0.0180,,,,0.00000,0.0000,,0.00000,,504.24
197,04/16/2018 07:20:15 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.23604,,,,,,,,,,,,
198,04/16/2018 07:21:55 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/USD,,100,Sell,,,1.42975,,,,,,,
199,04/16/2018 07:21:55 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/USD,1.43225,100,Sell,0.0085,,,,0.00000,0.0000,,0.00000,,504.24
200,04/16/2018 07:21:55 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.42975,,,,,,,,,,,,
201,04/16/2018 07:44:04 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,EUR/USD,1.24000,500,Sell,,,1.23750,,,,,,,
202,04/16/2018 07:46:50 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,GBP/JPY,154.00000,350,Sell,,,153.75000,,,,,,,
203,04/16/2018 09:13:35 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/USD,,150,Sell,,,1.43103,,,,,,,
204,04/16/2018 09:13:35 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/USD,1.43301,150,Sell,0.0142,,,,0.00000,0.0000,,0.00000,,504.24
205,04/16/2018 09:13:35 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.43103,,,,,,,,,,,,
206,04/16/2018 09:58:21 AM,PDT,MARKET_ORDER,TRADE_CLOSE,GBP/JPY,,150,Buy,,,,,,,,,,
207,04/16/2018 09:58:21 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,GBP/JPY,153.45900,150,Buy,0.0140,,,,-0.00070,0.0000,0.0093,0.19600,,504.43
208,04/16/2018 09:58:21 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
209,04/16/2018 11:22:48 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
210,04/16/2018 11:22:48 AM,PDT,TAKE_PROFIT_ORDER,REPLACEMENT,,153.24700,,,,,,,,,,,,
211,04/16/2018 11:45:56 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,100,Buy,,,1.25942,,,,,,,
212,04/16/2018 11:45:56 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.25692,100,Buy,0.0060,,,,0.00000,0.0000,,0.00000,,504.43
213,04/16/2018 11:45:56 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.25942,,,,,,,,,,,,
214,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.05460,,,,,504.38
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 196,EUR/USD,,,,,,,,0.00240,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 212,USD/CAD,,,,,,,,0.00000,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 199,GBP/USD,,,,,,,,0.00060,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 204,GBP/USD,,,,,,,,0.00060,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 145,GBP/JPY,,,,,,,,-0.00800,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 193,GBP/JPY,,,,,,,,-0.00280,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 179,AUD/USD,,,,,,,,-0.00260,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 129,AUD/JPY,,,,,,,,-0.00540,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 8,CAD/JPY,,,,,,,,-0.00420,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 126,CAD/JPY,,,,,,,,-0.00640,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 47,NZD/CHF,,,,,,,,-0.00960,,,,,
,04/16/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 112,NZD/CHF,,,,,,,,-0.01920,,,,,
215,04/16/2018 11:32:12 PM,PDT,ORDER_FILL,MARKET_IF_TOUCHED_ORDER,EUR/USD,1.24000,500,Sell,0.0350,,,,0.00000,0.0000,,0.00000,,504.38
216,04/16/2018 11:32:12 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.23750,,,,,,,,,,,,
217,04/17/2018 02:02:49 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/JPY,153.24700,300,Buy,0.0379,,,,-0.00650,0.0000,0.0093,0.73480,,505.11
218,04/17/2018 02:48:14 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,EUR/USD,1.23750,500,Buy,0.0300,,,,0.00240,0.0000,1.0000,1.25000,,506.36
219,04/17/2018 03:14:20 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/USD,1.43101,150,Buy,0.0128,,,,0.00230,0.0000,1.0000,0.30000,,506.66
220,04/17/2018 03:36:27 AM,PDT,MARKET_ORDER,TRADE_CLOSE,EUR/USD,,300,Buy,,,,,,,,,,
221,04/17/2018 03:36:27 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,EUR/USD,1.23671,300,Buy,0.0195,,,,0.00630,0.0000,1.0000,0.54600,,507.21
222,04/17/2018 03:36:27 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
223,04/17/2018 06:46:08 AM,PDT,MARKET_ORDER,CLIENT_ORDER,CAD/CHF,,300,Sell,,,0.76556,,,,,,,
224,04/17/2018 06:46:08 AM,PDT,ORDER_FILL,MARKET_ORDER,CAD/CHF,0.76802,300,Sell,0.0358,,,,0.00000,0.0000,,0.00000,,507.21
225,04/17/2018 06:46:08 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.76556,,,,,,,,,,,,
226,04/17/2018 06:48:12 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,EUR/USD,1.24000,500,Sell,,,1.23750,,,,,,,
227,04/17/2018 08:06:16 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,NZD/CHF,0.71000,400,Sell,,,0.70750,,,,,,,
228,04/17/2018 08:08:12 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CHF,,150,Sell,,,0.96298,,,,,,,
229,04/17/2018 08:08:12 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CHF,0.96548,150,Sell,0.0140,,,,0.00000,0.0000,,0.00000,,507.21
230,04/17/2018 08:08:12 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.96298,,,,,,,,,,,,
231,04/17/2018 08:08:33 AM,PDT,MARKET_ORDER,CLIENT_ORDER,CAD/CHF,,150,Sell,,,0.76602,,,,,,,
232,04/17/2018 08:08:33 AM,PDT,ORDER_FILL,MARKET_ORDER,CAD/CHF,0.76852,150,Sell,0.0155,,,,0.00000,0.0000,,0.00000,,507.21
233,04/17/2018 08:08:33 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.76602,,,,,,,,,,,,
234,04/17/2018 08:29:24 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/USD,1.42974,100,Buy,0.0080,,,,0.00210,0.0000,1.0000,0.25100,,507.47
235,04/17/2018 09:10:01 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CHF,,200,Sell,,,0.96500,,,,,,,
236,04/17/2018 09:10:01 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CHF,0.96750,200,Sell,0.0196,,,,0.00000,0.0000,,0.00000,,507.47
237,04/17/2018 09:10:01 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.96500,,,,,,,,,,,,
238,04/17/2018 09:13:23 AM,PDT,MARKET_ORDER,CLIENT_ORDER,NZD/CHF,,250,Sell,,,0.70696,,,,,,,
239,04/17/2018 09:13:23 AM,PDT,ORDER_FILL,MARKET_ORDER,NZD/CHF,0.70946,250,Sell,0.0375,,,,0.00000,0.0000,,0.00000,,507.47
240,04/17/2018 09:13:23 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.70696,,,,,,,,,,,,
241,04/17/2018 09:14:07 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
242,04/17/2018 09:14:07 AM,PDT,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,NZD/CHF,0.71150,400,Sell,,,0.70750,,,,,,,
243,04/17/2018 10:04:18 AM,PDT,MARKET_ORDER,CLIENT_ORDER,CAD/CHF,,100,Sell,,,0.76925,,,,,,,
244,04/17/2018 10:04:18 AM,PDT,ORDER_FILL,MARKET_ORDER,CAD/CHF,0.77129,100,Sell,0.0129,,,,0.00000,0.0000,,0.00000,,507.47
245,04/17/2018 10:04:18 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.76925,,,,,,,,,,,,
246,04/17/2018 12:43:20 PM,PDT,MARKET_ORDER,TRADE_CLOSE,CAD/CHF,,100,Buy,,,,,,,,,,
247,04/17/2018 12:43:20 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,CAD/CHF,0.76979,100,Buy,0.0124,,,,-0.00080,0.0000,1.0353,0.15530,,507.62
248,04/17/2018 12:43:20 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
249,04/17/2018 12:43:52 PM,PDT,MARKET_ORDER,TRADE_CLOSE,USD/CHF,,200,Buy,,,,,,,,,,
250,04/17/2018 12:43:52 PM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,USD/CHF,0.96590,200,Buy,0.0166,,,,-0.00280,0.0000,1.0353,0.33130,,507.95
251,04/17/2018 12:43:52 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
252,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.07140,,,,,507.88
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 212,USD/CAD,,,,,,,,-0.00080,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 229,USD/CHF,,,,,,,,-0.00290,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 145,GBP/JPY,,,,,,,,-0.00800,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 179,AUD/USD,,,,,,,,-0.00370,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 129,AUD/JPY,,,,,,,,-0.00530,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 224,CAD/CHF,,,,,,,,-0.00550,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 232,CAD/CHF,,,,,,,,-0.00210,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 8,CAD/JPY,,,,,,,,-0.00430,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 126,CAD/JPY,,,,,,,,-0.00640,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 47,NZD/CHF,,,,,,,,-0.00950,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 112,NZD/CHF,,,,,,,,-0.01910,,,,,
,04/17/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 239,NZD/CHF,,,,,,,,-0.00380,,,,,
253,04/17/2018 01:29:09 PM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,EUR/USD,1.23850,300,Buy,,,1.24100,,,,,,,
254,04/17/2018 05:54:38 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
255,04/17/2018 05:54:38 PM,PDT,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,GBP/JPY,153.85000,350,Sell,,,153.75000,,,,,,,
256,04/17/2018 07:04:59 PM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
257,04/17/2018 07:04:59 PM,PDT,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,EUR/USD,1.23950,300,Buy,,,1.24100,,,,,,,
258,04/17/2018 07:12:28 PM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/CAD,,100,Buy,,,1.80011,,,,,,,
259,04/17/2018 07:12:28 PM,PDT,ORDER_FILL,MARKET_ORDER,GBP/CAD,1.79760,100,Buy,0.0127,,,,0.00000,0.0000,,0.00000,,507.88
260,04/17/2018 07:12:28 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.80011,,,,,,,,,,,,
261,04/18/2018 12:12:47 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,USD/CAD,1.25943,100,Sell,0.0067,,,,-0.00040,0.0000,0.7939,0.19930,,508.08
262,04/18/2018 01:44:04 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/JPY,152.39300,200,Buy,0.0233,,,,-0.00410,0.0000,0.0093,0.46600,,508.54
263,04/18/2018 05:28:41 AM,PDT,ORDER_FILL,MARKET_IF_TOUCHED_ORDER,EUR/USD,1.23950,300,Buy,0.0195,,,,0.00000,0.0000,,0.00000,,508.54
264,04/18/2018 05:28:41 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.24100,,,,,,,,,,,,
265,04/18/2018 06:08:50 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,CAD/JPY,85.50000,250,Sell,,,85.25000,,,,,,,
266,04/18/2018 06:11:41 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/CAD,,200,Buy,,,1.78962,,,,,,,
267,04/18/2018 06:11:41 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/CAD,1.78712,200,Buy,0.0231,,,,0.00000,0.0000,,0.00000,,508.54
268,04/18/2018 06:11:41 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.78962,,,,,,,,,,,,
269,04/18/2018 07:00:11 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/CAD,1.78968,200,Sell,0.1097,,,,-0.00050,0.0000,0.7944,0.40680,,508.94
270,04/18/2018 07:05:33 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,CAD/CHF,0.76601,150,Buy,0.0217,,,,-0.00790,0.0000,1.0346,0.38960,,509.33
271,04/18/2018 07:08:36 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,CAD/CHF,0.76553,300,Buy,0.0900,,,,-0.01600,0.0000,1.0344,0.77270,,510.08
272,04/18/2018 07:08:36 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,CAD/JPY,84.82100,150,Buy,0.0427,,,,-0.00480,0.0000,0.0093,0.34860,,510.43
273,04/18/2018 07:37:11 AM,PDT,MARKET_ORDER,TRADE_CLOSE,AUD/USD,,200,Sell,,,,,,,,,,
274,04/18/2018 07:37:11 AM,PDT,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,AUD/USD,0.77967,200,Sell,0.0130,,,,-0.00290,0.0000,1.0000,0.35000,,510.77
275,04/18/2018 07:37:11 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
276,04/18/2018 07:54:53 AM,PDT,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,100,Sell,,,0.92241,,,,,,,
277,04/18/2018 07:54:53 AM,PDT,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.92444,100,Sell,0.0111,,,,0.00000,0.0000,,0.00000,,510.77
278,04/18/2018 07:54:53 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.92241,,,,,,,,,,,,
279,04/18/2018 07:55:45 AM,PDT,MARKET_ORDER,CLIENT_ORDER,AUD/CAD,,300,Sell,,,0.97924,,,,,,,
280,04/18/2018 07:55:45 AM,PDT,ORDER_FILL,MARKET_ORDER,AUD/CAD,0.98171,300,Sell,0.0214,,,,0.00000,0.0000,,0.00000,,510.77
281,04/18/2018 07:55:45 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.97924,,,,,,,,,,,,
282,04/18/2018 08:45:29 AM,PDT,MARKET_ORDER,CLIENT_ORDER,AUD/CAD,,150,Sell,,,0.98080,,,,,,,
283,04/18/2018 08:45:29 AM,PDT,ORDER_FILL,MARKET_ORDER,AUD/CAD,0.98333,150,Sell,0.0113,,,,0.00000,0.0000,,0.00000,,510.77
284,04/18/2018 08:45:29 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.98080,,,,,,,,,,,,
285,04/18/2018 08:46:34 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST,,,,,,,,,,,,,,
286,04/18/2018 11:53:01 AM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,AUD/JPY,83.60000,300,Sell,,,83.35000,,,,,,,
287,04/18/2018 11:55:35 AM,PDT,ORDER_CANCEL,CLIENT_REQUEST_REPLACED,,,,,,,,,,,,,,
288,04/18/2018 11:55:35 AM,PDT,MARKET_IF_TOUCHED_ORDER,REPLACEMENT,AUD/JPY,83.65000,300,Sell,,,83.35000,,,,,,,
289,04/18/2018 12:47:12 PM,PDT,MARKET_IF_TOUCHED_ORDER,CLIENT_ORDER,EUR/USD,1.23400,350,Buy,,,1.23650,,,,,,,
290,04/18/2018 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.09200,,,,,510.68
,04/18/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 263,EUR/USD,,,,,,,,-0.00780,,,,,
,04/18/2018 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 229,USD/CHF,,,,,,,,-0.01410,,,,,
